person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,monthly_payment_approx,debt_to_monthly_income,loan_grade_numeric,grade_rate_risk,is_homeowner,had_default
25,12600,OWN,3.0,PERSONAL,C,1750,13.61,0,0.14,N,3,48.611111111111114,0.0462962962962963,3,40.83,1,0
21,42500,RENT,3.0,EDUCATION,C,25000,12.73,1,0.59,Y,3,694.4444444444445,0.19607843137254904,3,38.19,0,1
24,41000,RENT,2.0,HOMEIMPROVEMENT,D,25000,10.99,1,0.61,N,3,694.4444444444445,0.20325203252032523,4,43.96,0,0
25,12816,OWN,0.0,DEBTCONSOLIDATION,C,3000,12.87,1,0.23,Y,4,83.33333333333333,0.0780274656679151,3,38.61,1,1
24,12960,MORTGAGE,1.0,HOMEIMPROVEMENT,B,3650,9.91,1,0.28,N,3,101.38888888888889,0.09387860082304526,2,19.82,1,0
26,226000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,20000,11.49,0,0.09,N,4,555.5555555555555,0.029498525073746312,2,22.98,1,0
25,225000,MORTGAGE,0.0,HOMEIMPROVEMENT,E,30000,19.91,0,0.13,Y,2,833.3333333333334,0.044444444444444446,5,99.55,1,1
26,213000,MORTGAGE,6.0,EDUCATION,B,35000,10.65,1,0.16,N,2,972.2222222222222,0.054773082942097026,2,21.3,1,0
24,225000,RENT,0.0,MEDICAL,B,6000,10.99,0,0.03,N,4,166.66666666666666,0.008888888888888889,2,21.98,0,0
24,12960,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4500,11.83,1,0.35,N,4,125.0,0.11574074074074074,2,23.66,1,0
23,12996,OWN,0.0,DEBTCONSOLIDATION,C,2400,13.49,1,0.18,Y,2,66.66666666666667,0.061557402277623886,3,40.47,1,1
22,42000,RENT,6.0,MEDICAL,D,25000,14.59,1,0.6,Y,2,694.4444444444445,0.19841269841269843,4,58.36,0,1
26,48000,RENT,2.0,EDUCATION,B,25000,9.64,1,0.52,N,4,694.4444444444445,0.1736111111111111,2,19.28,0,0
25,12996,OWN,1.0,MEDICAL,D,3600,14.59,1,0.28,N,3,100.0,0.09233610341643583,4,58.36,1,0
22,12996,OWN,1.0,EDUCATION,B,4750,10.99,1,0.37,N,3,131.94444444444446,0.12183235867446394,2,21.98,1,0
25,42360,RENT,1.0,EDUCATION,E,25000,16.35,1,0.59,Y,3,694.4444444444445,0.19672647151400693,5,81.75,0,1
21,49000,RENT,4.0,EDUCATION,B,25000,10.99,1,0.51,N,2,694.4444444444445,0.17006802721088435,2,21.98,0,0
25,225000,MORTGAGE,0.0,VENTURE,F,25000,18.67,0,0.11,N,2,694.4444444444445,0.037037037037037035,6,112.02000000000001,1,0
26,225000,RENT,1.0,EDUCATION,A,3000,9.32,0,0.01,N,4,83.33333333333333,0.0044444444444444444,1,9.32,0,0
23,225000,RENT,8.0,DEBTCONSOLIDATION,A,7500,8.63,0,0.03,N,2,208.33333333333334,0.011111111111111112,1,8.63,0,0
26,225000,MORTGAGE,2.0,VENTURE,B,25000,10.08,0,0.11,N,2,694.4444444444445,0.037037037037037035,2,20.16,1,0
22,49464,RENT,5.0,PERSONAL,B,25000,11.83,1,0.51,N,3,694.4444444444445,0.16847269394576528,2,23.66,0,0
23,50000,RENT,1.0,DEBTCONSOLIDATION,A,25000,7.9,1,0.5,N,3,694.4444444444445,0.16666666666666666,1,7.9,0,0
25,50000,RENT,4.0,HOMEIMPROVEMENT,A,25000,5.99,1,0.5,N,2,694.4444444444445,0.16666666666666666,1,5.99,0,0
24,44000,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.33,1,0.57,N,2,694.4444444444445,0.1893939393939394,4,61.32,0,0
23,50000,RENT,1.0,VENTURE,B,25000,11.83,1,0.5,N,4,694.4444444444445,0.16666666666666666,2,23.66,0,0
22,50004,RENT,0.0,VENTURE,B,25000,10.36,1,0.5,N,2,694.4444444444445,0.16665333439991467,2,20.72,0,0
22,50004,RENT,3.0,VENTURE,C,25000,12.23,1,0.5,N,3,694.4444444444445,0.16665333439991467,3,36.69,0,0
22,52000,RENT,2.0,EDUCATION,B,25000,11.11,1,0.48,N,4,694.4444444444445,0.16025641025641027,2,22.22,0,0
23,13200,OWN,3.0,DEBTCONSOLIDATION,A,4950,7.9,1,0.38,N,4,137.5,0.125,1,7.9,1,0
24,220000,MORTGAGE,1.0,EDUCATION,B,25000,11.58,0,0.11,N,2,694.4444444444445,0.03787878787878788,2,23.16,1,0
23,216000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,21000,8.9,0,0.1,N,3,583.3333333333334,0.03240740740740741,1,8.9,1,0
25,216000,MORTGAGE,2.0,EDUCATION,D,25000,16.07,0,0.12,N,3,694.4444444444445,0.038580246913580245,4,64.28,1,0
26,216000,MORTGAGE,10.0,EDUCATION,C,20000,14.22,0,0.09,Y,2,555.5555555555555,0.030864197530864196,3,42.660000000000004,1,1
23,215000,MORTGAGE,7.0,MEDICAL,C,35000,14.79,0,0.16,Y,3,972.2222222222222,0.05426356589147286,3,44.37,1,1
26,215000,MORTGAGE,11.0,EDUCATION,A,12000,7.88,0,0.06,N,2,333.3333333333333,0.018604651162790694,1,7.88,1,0
23,52000,RENT,1.0,PERSONAL,C,25000,13.22,1,0.48,N,2,694.4444444444445,0.16025641025641027,3,39.660000000000004,0,0
26,46000,RENT,2.0,DEBTCONSOLIDATION,D,25000,11.86,1,0.54,N,4,694.4444444444445,0.18115942028985507,4,47.44,0,0
22,53000,RENT,5.0,EDUCATION,C,25000,13.43,1,0.47,Y,4,694.4444444444445,0.15723270440251572,3,40.29,0,1
26,47000,RENT,0.0,HOMEIMPROVEMENT,D,25000,15.28,1,0.53,Y,2,694.4444444444445,0.1773049645390071,4,61.12,0,1
23,47000,RENT,1.0,VENTURE,E,25000,17.93,1,0.53,N,2,694.4444444444445,0.1773049645390071,5,89.65,0,0
23,13200,MORTGAGE,2.0,EDUCATION,B,1400,9.25,0,0.11,N,4,38.888888888888886,0.03535353535353535,2,18.5,1,0
21,13200,OWN,0.0,VENTURE,C,4500,12.98,1,0.34,N,4,125.0,0.11363636363636363,3,38.94,1,0
22,210000,MORTGAGE,6.0,VENTURE,B,16000,10.62,0,0.08,N,4,444.44444444444446,0.025396825396825397,2,21.24,1,0
26,210000,OWN,10.0,PERSONAL,B,22000,11.83,0,0.1,N,4,611.1111111111111,0.03492063492063492,2,23.66,1,0
26,48000,RENT,5.0,VENTURE,F,25000,18.43,1,0.52,N,2,694.4444444444445,0.1736111111111111,6,110.58,0,0
22,54996,RENT,6.0,EDUCATION,B,25000,10.99,1,0.45,N,4,694.4444444444445,0.1515261716003588,2,21.98,0,0
24,55000,RENT,4.0,HOMEIMPROVEMENT,D,25000,10.99,1,0.45,Y,4,694.4444444444445,0.15151515151515152,4,43.96,0,1
23,55000,RENT,4.0,EDUCATION,B,25000,11.36,1,0.45,N,3,694.4444444444445,0.15151515151515152,2,22.72,0,0
23,55000,RENT,4.0,EDUCATION,D,25000,15.65,1,0.45,Y,3,694.4444444444445,0.15151515151515152,4,62.6,0,1
24,55164,RENT,8.0,PERSONAL,C,25000,13.22,1,0.45,Y,4,694.4444444444445,0.15106470403403185,3,39.660000000000004,0,1
26,56000,RENT,4.0,DEBTCONSOLIDATION,C,25000,12.87,1,0.45,N,2,694.4444444444445,0.1488095238095238,3,38.61,0,0
24,203500,OWN,8.0,MEDICAL,C,20000,13.04,0,0.1,N,3,555.5555555555555,0.03276003276003276,3,39.12,1,0
23,190000,MORTGAGE,5.0,EDUCATION,F,22000,17.58,1,0.12,Y,3,611.1111111111111,0.03859649122807017,6,105.47999999999999,1,1
23,13920,OWN,2.0,PERSONAL,E,7750,17.04,1,0.56,N,4,215.27777777777777,0.18558429118773945,5,85.19999999999999,1,0
24,60000,RENT,0.0,PERSONAL,B,25000,10.99,1,0.42,N,3,694.4444444444445,0.1388888888888889,2,21.98,0,0
24,60000,RENT,2.0,PERSONAL,B,25000,11.11,1,0.42,N,3,694.4444444444445,0.1388888888888889,2,22.22,0,0
26,54000,RENT,7.0,DEBTCONSOLIDATION,D,25000,14.83,1,0.46,Y,2,694.4444444444445,0.15432098765432098,4,59.32,0,1
23,14000,OWN,2.0,DEBTCONSOLIDATION,D,4000,10.99,1,0.29,N,3,111.11111111111111,0.09523809523809523,4,43.96,1,0
24,200000,RENT,8.0,MEDICAL,B,12000,12.69,0,0.06,N,2,333.3333333333333,0.019999999999999997,2,25.38,0,0
24,200000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,12000,13.49,0,0.06,N,2,333.3333333333333,0.019999999999999997,3,40.47,1,0
21,200000,MORTGAGE,5.0,EDUCATION,C,16000,14.65,0,0.08,N,4,444.44444444444446,0.026666666666666665,3,43.95,1,0
25,54000,RENT,3.0,HOMEIMPROVEMENT,E,25000,16.82,1,0.46,N,4,694.4444444444445,0.15432098765432098,5,84.1,0,0
23,60000,RENT,3.0,PERSONAL,C,25000,12.73,1,0.42,N,3,694.4444444444445,0.1388888888888889,3,38.19,0,0
23,60000,RENT,7.0,PERSONAL,B,25000,10.25,1,0.42,N,4,694.4444444444445,0.1388888888888889,2,20.5,0,0
21,60000,RENT,6.0,EDUCATION,B,25000,10.99,1,0.42,N,4,694.4444444444445,0.1388888888888889,2,21.98,0,0
25,61959,RENT,9.0,MEDICAL,C,25000,12.73,1,0.4,N,2,694.4444444444445,0.13449754407484518,3,38.19,0,0
22,56400,RENT,2.0,HOMEIMPROVEMENT,D,25000,14.96,1,0.44,Y,3,694.4444444444445,0.14775413711583923,4,59.84,0,1
23,200000,MORTGAGE,7.0,EDUCATION,A,28000,10.99,0,0.14,N,2,777.7777777777778,0.04666666666666667,1,10.99,1,0
21,200000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,25000,13.99,0,0.13,N,2,694.4444444444445,0.041666666666666664,3,41.97,1,0
24,200000,MORTGAGE,3.0,VENTURE,A,24000,7.49,0,0.12,N,4,666.6666666666666,0.039999999999999994,1,7.49,1,0
26,200000,MORTGAGE,4.0,EDUCATION,C,15000,14.79,0,0.07,N,3,416.6666666666667,0.024999999999999998,3,44.37,1,0
25,200000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15500,11.99,0,0.08,N,2,430.55555555555554,0.02583333333333333,2,23.98,1,0
24,200000,RENT,8.0,EDUCATION,A,10000,8.49,0,0.05,N,4,277.77777777777777,0.016666666666666666,1,8.49,0,0
24,66000,RENT,3.0,EDUCATION,B,25000,9.91,1,0.38,N,2,694.4444444444445,0.12626262626262627,2,19.82,0,0
22,66000,RENT,6.0,EDUCATION,C,25000,13.06,1,0.38,Y,3,694.4444444444445,0.12626262626262627,3,39.18,0,1
22,200000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9000,6.17,0,0.04,N,4,250.0,0.015,1,6.17,1,0
25,200000,RENT,5.0,EDUCATION,D,18000,16.32,0,0.09,N,3,500.0,0.03,4,65.28,0,0
25,200000,MORTGAGE,2.0,VENTURE,B,12000,10.38,0,0.06,N,2,333.3333333333333,0.019999999999999997,2,20.76,1,0
25,200000,MORTGAGE,9.0,PERSONAL,C,23050,14.35,0,0.12,N,3,640.2777777777778,0.03841666666666667,3,43.05,1,0
24,200000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,20000,10.99,0,0.1,N,3,555.5555555555555,0.03333333333333333,2,21.98,1,0
24,60000,RENT,2.0,DEBTCONSOLIDATION,E,25000,10.99,1,0.42,Y,2,694.4444444444445,0.1388888888888889,5,54.95,0,1
21,14400,OWN,0.0,HOMEIMPROVEMENT,B,3000,10.99,1,0.21,N,4,83.33333333333333,0.06944444444444443,2,21.98,1,0
26,66996,RENT,10.0,PERSONAL,D,25000,15.21,1,0.37,Y,2,694.4444444444445,0.12438553545485302,4,60.84,0,1
23,67000,RENT,3.0,EDUCATION,A,25000,7.9,1,0.37,N,4,694.4444444444445,0.12437810945273632,1,7.9,0,0
24,67000,RENT,2.0,VENTURE,B,25000,10.99,1,0.37,N,3,694.4444444444445,0.12437810945273632,2,21.98,0,0
24,68000,RENT,5.0,PERSONAL,D,25000,14.09,1,0.37,Y,3,694.4444444444445,0.12254901960784313,4,56.36,0,1
25,69000,RENT,9.0,PERSONAL,D,25000,17.49,1,0.36,N,2,694.4444444444445,0.12077294685990339,4,69.96,0,0
25,200000,MORTGAGE,0.0,EDUCATION,B,12000,11.48,0,0.06,N,3,333.3333333333333,0.019999999999999997,2,22.96,1,0
26,188000,MORTGAGE,10.0,VENTURE,E,20000,17.74,1,0.11,N,2,555.5555555555555,0.03546099290780142,5,88.69999999999999,1,0
26,200000,MORTGAGE,4.0,PERSONAL,C,3000,13.92,0,0.01,N,3,83.33333333333333,0.004999999999999999,3,41.76,1,0
25,69996,RENT,9.0,EDUCATION,D,25000,15.21,1,0.36,N,3,694.4444444444445,0.11905442215745662,4,60.84,0,0
22,14400,OWN,2.0,MEDICAL,B,4000,10.99,1,0.28,N,3,111.11111111111111,0.0925925925925926,2,21.98,1,0
24,70000,RENT,3.0,EDUCATION,B,25000,11.86,1,0.36,N,4,694.4444444444445,0.11904761904761905,2,23.72,0,0
24,14400,OWN,5.0,PERSONAL,A,6000,7.49,1,0.42,N,3,166.66666666666666,0.13888888888888887,1,7.49,1,0
24,56100,RENT,7.0,MEDICAL,D,25000,16.49,1,0.38,N,4,694.4444444444445,0.14854426619132502,4,65.96,0,0
